	kingdom	phylum	class	order	family	genus	species	count_tyrosinases	taxid	name	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	proteomeCount	stdCdss	averageCdss	confidence	status
UP000504624	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Lepidothrix	Lepidothrix coronata	3	321398	Lepidothrix coronata (blue-crowned manakin)	10702	5527	5175	68	74	10844	passeriformes_odb10	99	0	0.0	0	0	Unknown
UP000053258	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Manacus	Manacus vitellinus	2	328815	Manacus vitellinus (golden-collared manakin)	7723	7688	35	514	2607	10844	passeriformes_odb10	75	0	0.0	0	0	Unknown
UP000504627	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Pipra	Pipra filicauda	3	649802	Pipra filicauda (Wire-tailed manakin)	10621	5538	5083	49	174	10844	passeriformes_odb10	98	0	0.0	0	0	Unknown
UP000520962	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Piprites	Piprites chloris	3	114369	Piprites chloris (Wing-barred manakin)	8398	8372	26	503	1943	10844	passeriformes_odb10	82	0	0.0	0	0	Unknown
UP000633448	Metazoa	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta sordida	3	9163	Pitta sordida (Hooded pitta)	7697	7662	35	672	2475	10844	passeriformes_odb10	77	0	0.0	0	0	Unknown
UP000539920	Metazoa	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus nigricollis	3	441696	Ploceus nigricollis	8090	8058	32	567	2187	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000584880	Metazoa	Chordata	Aves	Passeriformes	Ptilonorhynchidae	Ptilonorhynchus	Ptilonorhynchus violaceus	3	28724	Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)	8197	8173	24	538	2109	10844	passeriformes_odb10	80	0	0.0	0	0	Unknown
UP000540762	Metazoa	Chordata	Aves	Passeriformes	Pycnonotidae	Brachypodius	Brachypodius atriceps	2	182895	Brachypodius atriceps (black-headed bulbul)	7791	7775	16	553	2500	10844	passeriformes_odb10	76	0	0.0	0	0	Unknown
UP000653383	Metazoa	Chordata	Aves	Passeriformes	Pycnonotidae	Nicator	Nicator chloris	3	237433	Nicator chloris	6913	6888	25	780	3151	10844	passeriformes_odb10	70	0	0.0	0	0	Unknown
UP000535705	Metazoa	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus jocosus	3	182897	Pycnonotus jocosus (Red-whiskered bulbul) (Lanius jocosus)	7760	7740	20	682	2402	10844	passeriformes_odb10	77	0	0.0	0	0	Unknown
UP000583164	Metazoa	Chordata	Aves	Passeriformes	Rhabdornithidae	Rhabdornis	Rhabdornis inornatus	3	237438	Rhabdornis inornatus	8374	8345	29	550	1920	10844	passeriformes_odb10	82	0	0.0	0	0	Unknown
UP000580825	Metazoa	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus superciliaris	3	312124	Scytalopus superciliaris	8150	8117	33	571	2123	10844	passeriformes_odb10	80	0	0.0	0	0	Unknown
UP000541605	Metazoa	Chordata	Aves	Passeriformes	Rhipiduridae	Chaetorhynchus	Chaetorhynchus papuensis	3	254446	Chaetorhynchus papuensis (pygmy drongo)	8316	8273	43	592	1936	10844	passeriformes_odb10	82	0	0.0	0	0	Unknown
UP000561178	Metazoa	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura	Rhipidura dahli	3	667186	Rhipidura dahli	8353	8332	21	543	1948	10844	passeriformes_odb10	82	0	0.0	0	0	Unknown
UP000558460	Metazoa	Chordata	Aves	Passeriformes	Scotocercidae	Horornis	Horornis vulcanius	1	2585811	Horornis vulcanius	3381	3358	23	1015	6448	10844	passeriformes_odb10	40	0	0.0	0	0	Unknown
UP000583915	Metazoa	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta europaea	3	50251	Sitta europaea (Eurasian nuthatch)	7974	7940	34	608	2262	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000629438	Metazoa	Chordata	Aves	Passeriformes	Sittidae	Tichodroma	Tichodroma muraria	1	237442	Tichodroma muraria	5437	5417	20	774	4633	10844	passeriformes_odb10	57	0	0.0	0	0	Unknown
UP000566314	Metazoa	Chordata	Aves	Passeriformes	Sturnidae	Buphagus	Buphagus erythrorhynchus	3	245048	Buphagus erythrorhynchus (red-billed oxpecker)	4672	4645	27	964	5208	10844	passeriformes_odb10	51	0	0.0	0	0	Unknown
UP000618051	Metazoa	Chordata	Aves	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis superbus	3	245042	Lamprotornis superbus	8668	15	8653	540	1636	10844	passeriformes_odb10	84	0	0.0	0	0	Unknown
UP000522331	Metazoa	Chordata	Aves	Passeriformes	Sturnidae	Leucopsar	Leucopsar rothschildi	3	127929	Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	7930	7916	14	583	2331	10844	passeriformes_odb10	78	0	0.0	0	0	Unknown
UP000549775	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus arundinaceus	3	39621	Acrocephalus arundinaceus (Great reed-warbler)	7464	7405	59	703	2677	10844	passeriformes_odb10	75	0	0.0	0	0	Unknown
UP000524451	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Cettia	Cettia cetti	3	68486	Cettia cetti	7605	7581	24	838	2401	10844	passeriformes_odb10	77	0	0.0	0	0	Unknown
UP000527178	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Hippolais	Hippolais icterina	3	68497	Hippolais icterina (icterine warbler)	7968	7947	21	601	2275	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000557268	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Hylia	Hylia prasina	3	208073	Hylia prasina (green hylia)	8007	7982	25	576	2261	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000545574	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Panurus	Panurus biarmicus	3	181101	Panurus biarmicus (Bearded tit)	6756	6703	53	729	3359	10844	passeriformes_odb10	69	0	0.0	0	0	Unknown
UP000529728	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Regulus	Regulus satrapa	3	13245	Regulus satrapa (Golden-crowned kinglet)	7565	7540	25	685	2594	10844	passeriformes_odb10	76	0	0.0	0	0	Unknown
UP000580691	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Sinosuthora	Sinosuthora webbiana	3	337173	Sinosuthora webbiana	8233	8203	30	554	2057	10844	passeriformes_odb10	81	0	0.0	0	0	Unknown
UP000573818	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	3	48155	Sylvia atricapilla (blackcap)	8124	8098	26	557	2163	10844	passeriformes_odb10	80	0	0.0	0	0	Unknown
UP000538515	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Sylvia	Sylvia borin	3	73324	Sylvia borin (Garden warbler)	8028	8008	20	559	2257	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000567822	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Sylvietta	Sylvietta virens	3	208069	Sylvietta virens (Green crombec)	8054	8030	24	581	2209	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000558958	Metazoa	Chordata	Aves	Passeriformes	Thamnophilidae	Sakesphorus	Sakesphorus luctuosus	3	419690	Sakesphorus luctuosus	8123	8093	30	564	2157	10844	passeriformes_odb10	80	0	0.0	0	0	Unknown
UP000504602	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	Geospiza	Geospiza fortis	3	48883	Geospiza fortis (Medium ground-finch)	10540	8432	2108	152	152	10844	passeriformes_odb10	98	0	0.0	0	0	Unknown
UP000549091	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	Nesospiza	Nesospiza acunhae	3	381881	Nesospiza acunhae	7829	7805	24	557	2458	10844	passeriformes_odb10	77	0	0.0	0	0	Unknown
UP000574210	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	Rhodinocichla	Rhodinocichla rosea	2	58203	Rhodinocichla rosea	8088	8063	25	569	2187	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000694396	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Cyanoderma	Cyanoderma ruficeps	4	181631	Cyanoderma ruficeps (rufous-capped babbler)	10104	7912	2192	184	556	10844	passeriformes_odb10	94	0	0.0	0	0	Unknown
UP000545329	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Erpornis	Erpornis zantholeuca	3	1112836	Erpornis zantholeuca	7197	7179	18	703	2944	10844	passeriformes_odb10	72	0	0.0	0	0	Unknown
UP000534634	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Illadopsis	Illadopsis cleaveri	3	201329	Illadopsis cleaveri (blackcap illadopsis)	7887	7866	21	595	2362	10844	passeriformes_odb10	78	0	0.0	0	0	Unknown
UP000537747	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Mystacornis	Mystacornis crossleyi	3	98133	Mystacornis crossleyi	4272	4260	12	1020	5552	10844	passeriformes_odb10	48	0	0.0	0	0	Unknown
UP000572837	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Pomatorhinus	Pomatorhinus ruficollis	3	932028	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	7469	7449	20	611	2764	10844	passeriformes_odb10	74	0	0.0	0	0	Unknown
UP000583496	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Pomatostomus	Pomatostomus ruficeps	3	9176	Pomatostomus ruficeps (Chestnut-crowned babbler)	6871	6854	17	781	3192	10844	passeriformes_odb10	70	0	0.0	0	0	Unknown
UP000603297	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Pteruthius	Pteruthius melanotis	2	357074	Pteruthius melanotis	7023	7002	21	434	3387	10844	passeriformes_odb10	68	0	0.0	0	0	Unknown
UP000519684	Metazoa	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus fuscescens	3	159581	Catharus fuscescens (Veery)	7776	7754	22	672	2396	10844	passeriformes_odb10	77	0	0.0	0	0	Unknown
UP000694563	Metazoa	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus ustulatus	4	91951	Catharus ustulatus (Russet-backed thrush) (Hylocichla ustulatus)	9745	6450	3295	271	828	10844	passeriformes_odb10	92	0	0.0	0	0	Unknown
UP000529965	Metazoa	Chordata	Aves	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	3	37610	Erithacus rubecula (European robin)	8188	8167	21	561	2095	10844	passeriformes_odb10	80	0	0.0	0	0	Unknown
UP000525714	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Mionectes	Mionectes macconnelli	3	254557	Mionectes macconnelli (McConnell's flycatcher)	8286	8248	38	561	1997	10844	passeriformes_odb10	81	0	0.0	0	0	Unknown
UP000556200	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Neopipo	Neopipo cinnamomea	3	456388	Neopipo cinnamomea	7869	7846	23	618	2357	10844	passeriformes_odb10	78	0	0.0	0	0	Unknown
UP000550309	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Onychorhynchus	Onychorhynchus coronatus	3	360224	Onychorhynchus coronatus (Royal flycatcher)	8363	8341	22	547	1934	10844	passeriformes_odb10	82	0	0.0	0	0	Unknown
UP000525089	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus minor	2	369605	Pachyramphus minor	7973	7948	25	563	2308	10844	passeriformes_odb10	78	0	0.0	0	0	Unknown
UP000589485	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Sapayoa	Sapayoa aenigma	2	239371	Sapayoa aenigma (broad-billed sapayoa)	7768	7743	25	626	2450	10844	passeriformes_odb10	77	0	0.0	0	0	Unknown
UP000540952	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Tachuris	Tachuris rubrigastra	3	495162	Tachuris rubrigastra	8330	8300	30	555	1959	10844	passeriformes_odb10	81	0	0.0	0	0	Unknown
UP000537779	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus savana	1	137541	Tyrannus savana (Fork-tailed flycatcher) (Muscivora tyrannus)	7827	7797	30	594	2423	10844	passeriformes_odb10	77	0	0.0	0	0	Unknown
UP000589495	Metazoa	Chordata	Aves	Passeriformes	Vireonidae	Vireo	Vireo altiloquus	2	34956	Vireo altiloquus (Black-whiskered vireo)	8047	8017	30	574	2223	10844	passeriformes_odb10	79	0	0.0	0	0	Unknown
UP000574191	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Hypocryptadius	Hypocryptadius cinnamomeus	2	589841	Hypocryptadius cinnamomeus	5965	5943	22	814	4065	10844	passeriformes_odb10	62	0	0.0	0	0	Unknown
UP000572325	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Sterrhoptilus	Sterrhoptilus dennistouni	3	2585820	Sterrhoptilus dennistouni	7745	7718	27	565	2534	10844	passeriformes_odb10	76	0	0.0	0	0	Unknown
UP000796761	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops borbonicus	3	364589	Zosterops borbonicus	9571	9499	72	224	1049	10844	passeriformes_odb10	90	0	0.0	0	0	Unknown
UP000549157	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops hypoxanthus	3	2485327	Zosterops hypoxanthus	7622	7594	28	632	2590	10844	passeriformes_odb10	76	0	0.0	0	0	Unknown
UP000694401	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops lateralis	4	1220523	Zosterops lateralis melanops	9290	6964	2326	392	1162	10844	passeriformes_odb10	89	0	0.0	0	0	Unknown
UP000657035	Metazoa	Chordata	Aves	Pelecaniformes	Anhingidae	Anhinga	Anhinga anhinga	3	56067	Anhinga anhinga (Anhinga) (Plotus anhinga)	6428	6396	32	548	1362	8338	aves_odb10	83	0	0.0	0	0	Unknown
UP000528690	Metazoa	Chordata	Aves	Pelecaniformes	Anhingidae	Anhinga	Anhinga rufa	3	317792	Anhinga rufa (African darter)	3720	3706	14	920	3698	8338	aves_odb10	55	0	0.0	0	0	Unknown
UP000525205	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	Cochlearius	Cochlearius cochlearius	3	110676	Cochlearius cochlearius (Boat-billed heron)	6741	6709	32	479	1118	8338	aves_odb10	86	0	0.0	0	0	Unknown
UP000053119	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	Egretta garzetta	2	188379	Egretta garzetta (Little egret)	6539	6514	25	280	1519	8338	aves_odb10	81	0	0.0	0	0	Unknown
UP000632118	Metazoa	Chordata	Aves	Pelecaniformes	Fregatidae	Fregata	Fregata magnificens	3	37042	Fregata magnificens (Magnificent frigatebird)	5546	5506	40	719	2073	8338	aves_odb10	75	0	0.0	0	0	Unknown
UP000054150	Metazoa	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	Pelecanus crispus	1	36300	Pelecanus crispus (Dalmatian pelican)	4264	4248	16	409	3665	8338	aves_odb10	56	0	0.0	0	0	Unknown
UP000053638	Metazoa	Chordata	Aves	Pelecaniformes	Phaethontidae	Phaethon	Phaethon lepturus	2	97097	Phaethon lepturus (White-tailed tropicbird)	4568	4546	22	376	3394	8338	aves_odb10	59	0	0.0	0	0	Unknown
UP000053238	Metazoa	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax carbo	3	9209	Phalacrocorax carbo (Great cormorant) (Pelecanus carbo)	948	947	1	158	7232	8338	aves_odb10	13	0	0.0	0	0	Unknown
UP000619137	Metazoa	Chordata	Aves	Pelecaniformes	Sulidae	Sula	Sula dactylatra	3	56068	Sula dactylatra (Masked booby)	5465	5432	33	700	2173	8338	aves_odb10	73	0	0.0	0	0	Unknown
UP000574277	Metazoa	Chordata	Aves	Pelecaniformes	Threskiornithidae	Mesembrinibis	Mesembrinibis cayennensis	2	1118748	Mesembrinibis cayennensis	6380	6351	29	539	1419	8338	aves_odb10	82	0	0.0	0	0	Unknown
UP000053283	Metazoa	Chordata	Aves	Pelecaniformes	Threskiornithidae	Nipponia	Nipponia nippon	2	128390	Nipponia nippon (Crested ibis) (Ibis nippon)	8	8	0	4	8326	8338	aves_odb10	0	0	0.0	0	0	Unknown
UP000053700	Metazoa	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus ruber	2	9218	Phoenicopterus ruber ruber	4015	4004	11	473	3850	8338	aves_odb10	53	0	0.0	0	0	Unknown
UP000557230	Metazoa	Chordata	Aves	Piciformes	Indicatoridae	Indicator	Indicator maculatus	3	545262	Indicator maculatus (spotted honeyguide)	6472	6446	26	543	1323	8338	aves_odb10	84	0	0.0	0	0	Unknown
UP000627253	Metazoa	Chordata	Aves	Piciformes	Lybiidae	Tricholaema	Tricholaema leucomelas	3	240729	Tricholaema leucomelas (pied barbet)	6422	6391	31	550	1366	8338	aves_odb10	83	0	0.0	0	0	Unknown
UP000574528	Metazoa	Chordata	Aves	Piciformes	Megalaimidae	Psilopogon	Psilopogon haemacephalus	3	2585815	Psilopogon haemacephalus	6218	6192	26	547	1573	8338	aves_odb10	81	0	0.0	0	0	Unknown
UP000053875	Metazoa	Chordata	Aves	Piciformes	Picidae	Dryobates	Dryobates pubescens	2	118200	Dryobates pubescens (Downy woodpecker) (Picoides pubescens)	8	8	0	8	8322	8338	aves_odb10	0	0	0.0	0	0	Unknown
UP000583613	Metazoa	Chordata	Aves	Piciformes	Ramphastidae	Eubucco	Eubucco bourcierii	3	91767	Eubucco bourcierii (red-headed barbet)	6372	6340	32	607	1359	8338	aves_odb10	83	0	0.0	0	0	Unknown
UP000611227	Metazoa	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos sulfuratus	3	322582	Ramphastos sulfuratus	5943	5909	34	759	1636	8338	aves_odb10	80	0	0.0	0	0	Unknown
UP000536381	Metazoa	Chordata	Aves	Piciformes	Ramphastidae	Semnornis	Semnornis frantzii	1	91796	Semnornis frantzii	4018	4006	12	902	3418	8338	aves_odb10	59	0	0.0	0	0	Unknown
UP000053854	Metazoa	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps cristatus	1	345573	Podiceps cristatus (Great crested grebe)	1726	1723	3	362	6250	8338	aves_odb10	25	0	0.0	0	0	Unknown
UP000555275	Metazoa	Chordata	Aves	Podicipediformes	Podicipedidae	Podilymbus	Podilymbus podiceps	3	9252	Podilymbus podiceps (Pied-billed grebe)	6613	6589	24	493	1232	8338	aves_odb10	85	0	0.0	0	0	Unknown
UP000556761	Metazoa	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	Thalassarche chlororhynchos	2	54017	Thalassarche chlororhynchos (Atlantic yellow-nosed albatross) (Diomedea chlororhynchos)	4619	4603	16	856	2863	8338	aves_odb10	65	0	0.0	0	0	Unknown
UP000563060	Metazoa	Chordata	Aves	Procellariiformes	NA	Fregetta	Fregetta grallaria	2	79628	Fregetta grallaria (White-bellied storm-petrel) (Procellaria grallaria)	6003	5971	32	579	1756	8338	aves_odb10	78	0	0.0	0	0	Unknown
UP000569728	Metazoa	Chordata	Aves	Procellariiformes	NA	Oceanites	Oceanites oceanicus	3	79653	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	6505	6480	25	528	1305	8338	aves_odb10	84	0	0.0	0	0	Unknown
UP000527232	Metazoa	Chordata	Aves	Procellariiformes	NA	Oceanodroma	Oceanodroma tethys	3	79633	Oceanodroma tethys (Wedge-rumped storm-petrel) (Hydrobates tethys)	6557	6529	28	515	1266	8338	aves_odb10	84	0	0.0	0	0	Unknown
UP000555367	Metazoa	Chordata	Aves	Procellariiformes	Pelecanoididae	Pelecanoides	Pelecanoides urinatrix	3	37079	Pelecanoides urinatrix (Common diving petrel) (Procellaria urinatrix)	6530	6494	36	576	1232	8338	aves_odb10	85	0	0.0	0	0	Unknown
UP000535403	Metazoa	Chordata	Aves	Procellariiformes	Procellariidae	Calonectris	Calonectris borealis	3	1323832	Calonectris borealis (Cory's shearwater)	6051	6031	20	782	1505	8338	aves_odb10	81	0	0.0	0	0	Unknown
UP000053806	Metazoa	Chordata	Aves	Procellariiformes	Procellariidae	Fulmarus	Fulmarus glacialis	1	30455	Fulmarus glacialis (Northern fulmar)	5167	5150	17	520	2651	8338	aves_odb10	68	0	0.0	0	0	Unknown
UP000637704	Metazoa	Chordata	Aves	Psittaciformes	Cacatuidae	Eolophus	Eolophus roseicapilla	3	176039	Eolophus roseicapilla (Galah cockatoo) (Cacatua roseicapilla)	5994	5963	31	574	1770	8338	aves_odb10	78	0	0.0	0	0	Unknown
UP000562415	Metazoa	Chordata	Aves	Psittaciformes	Cacatuidae	Probosciger	Probosciger aterrimus	3	141839	Probosciger aterrimus (Palm cockatoo)	6200	6160	40	644	1494	8338	aves_odb10	82	0	0.0	0	0	Unknown
UP000051836	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona aestiva	3	12930	Amazona aestiva (Blue-fronted Amazon parrot)	7161	7122	39	370	807	8338	aves_odb10	90	0	0.0	0	0	Unknown
UP000694522	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona collaria	4	241587	Amazona collaria (yellow-billed parrot)	7632	5174	2458	262	444	8338	aves_odb10	94	0	0.0	0	0	Unknown
UP000531168	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona guildingii	3	175529	Amazona guildingii	6597	6559	38	513	1228	8338	aves_odb10	85	0	0.0	0	0	Unknown
UP000053840	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis	3	176057	Nestor notabilis (Kea)	1544	1541	3	182	6612	8338	aves_odb10	20	0	0.0	0	0	Unknown
UP000472266	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Strigops	Strigops habroptila	4	2489341	Strigops habroptila (Kakapo)	7772	5888	1884	211	355	8338	aves_odb10	95	0	0.0	0	0	Unknown
UP000053286	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	Aptenodytes forsteri	3	9233	Aptenodytes forsteri (Emperor penguin)	1	1	0	5	8332	8338	aves_odb10	0	0	0.0	0	0	Unknown
UP000751161	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	Aptenodytes patagonicus	3	9234	Aptenodytes patagonicus (King penguin)	6561	6506	55	563	1214	8338	aves_odb10	85	0	0.0	0	0	Unknown
UP000716595	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptes	Eudyptes chrysocome	3	79626	Eudyptes chrysocome (Western rockhopper penguin) (Aptenodytes chrysocome)	6057	6023	34	434	1847	8338	aves_odb10	77	0	0.0	0	0	Unknown
UP000782854	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptula	Eudyptula minor	3	37083	Eudyptula minor (Little blue penguin) (Aptenodytes minor)	6682	6113	569	544	1112	8338	aves_odb10	86	0	0.0	0	0	Unknown
UP000054081	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	Pygoscelis adeliae	2	9238	Pygoscelis adeliae (Adelie penguin)	1	1	0	4	8333	8338	aves_odb10	0	0	0.0	0	0	Unknown
UP000472269	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia	3	194338	Athene cunicularia (Burrowing owl) (Speotyto cunicularia)	7578	5615	1963	273	487	8338	aves_odb10	94	0	0.0	0	0	Unknown
UP000694567	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Bubo	Bubo bubo	3	30461	Bubo bubo (Eurasian eagle-owl) (Strix bubo)	7572	5228	2344	294	472	8338	aves_odb10	94	0	0.0	0	0	Unknown
UP000542434	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Ciccaba	Ciccaba nigrolineata	2	1118524	Ciccaba nigrolineata	6525	6492	33	521	1292	8338	aves_odb10	84	0	0.0	0	0	Unknown
UP000591073	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Glaucidium	Glaucidium brasilianum	3	78217	Glaucidium brasilianum (Ferruginous pygmy-owl)	6682	6657	25	492	1164	8338	aves_odb10	86	0	0.0	0	0	Unknown
UP000694552	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Otus	Otus sunia	4	257818	Otus sunia (Oriental scops-owl)	7870	5974	1896	180	288	8338	aves_odb10	96	0	0.0	0	0	Unknown
UP000694551	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix occidentalis	4	311401	Strix occidentalis caurina (northern spotted owl)	7041	5629	1412	514	783	8338	aves_odb10	90	0	0.0	0	0	Unknown
UP000054190	Metazoa	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	2	56313	Tyto alba (Barn owl)	4700	4681	19	470	3168	8338	aves_odb10	62	0	0.0	0	0	Unknown
UP000053584	Metazoa	Chordata	Aves	Struthioniformes	Struthionidae	Struthio	Struthio camelus	2	441894	Struthio camelus australis	1	1	0	0	8337	8338	aves_odb10	0	0	0.0	0	0	Unknown
UP000545332	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	Crypturellus soui	3	458187	Crypturellus soui	6378	6305	73	546	1414	8338	aves_odb10	83	0	0.0	0	0	Unknown
UP000534426	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	Crypturellus undulatus	3	48396	Crypturellus undulatus	6259	6216	43	609	1470	8338	aves_odb10	82	0	0.0	0	0	Unknown
UP000533954	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia	Eudromia elegans	3	8805	Eudromia elegans (Elegant crested-tinamou)	6641	6612	29	476	1221	8338	aves_odb10	85	0	0.0	0	0	Unknown
UP000531559	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothocercus	Nothocercus julius	3	2585813	Nothocercus julius	6459	6424	35	494	1385	8338	aves_odb10	83	0	0.0	0	0	Unknown
UP000531938	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta	Nothoprocta ornata	3	83376	Nothoprocta ornata	6575	6542	33	487	1276	8338	aves_odb10	84	0	0.0	0	0	Unknown
UP000694420	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta	Nothoprocta perdicaria	3	30464	Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius)	6944	5633	1311	525	869	8338	aves_odb10	89	0	0.0	0	0	Unknown
UP000053641	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	Tinamus guttatus	3	94827	Tinamus guttatus (White-throated tinamou)	6226	6173	53	477	1635	8338	aves_odb10	80	0	0.0	0	0	Unknown
UP000054244	Metazoa	Chordata	Aves	Trogoniformes	Trogonidae	Apaloderma	Apaloderma vittatum	1	57397	Apaloderma vittatum (Bar-tailed trogon)	1811	1806	5	240	6287	8338	aves_odb10	24	0	0.0	0	0	Unknown
UP000550660	Metazoa	Chordata	Aves	Trogoniformes	Trogonidae	Trogon	Trogon melanurus	3	56311	Trogon melanurus (Black-tailed trogon)	6624	6592	32	502	1212	8338	aves_odb10	85	0	0.0	0	0	Unknown
UP000565785	Metazoa	Chordata	Aves	Upupiformes	Rhinopomastidae	Rhinopomastus	Rhinopomastus cyanomelas	3	113115	Rhinopomastus cyanomelas (Common scimitarbill)	6605	6575	30	516	1217	8338	aves_odb10	85	0	0.0	0	0	Unknown
UP000544127	Metazoa	Chordata	Aves	Upupiformes	Upupidae	Upupa	Upupa epops	3	57439	Upupa epops (Eurasian hoopoe)	6441	6413	28	552	1345	8338	aves_odb10	83	0	0.0	0	0	Unknown
