	0	1	2	3	4	5	6	7	8	9	10	11
A0A3P6RYJ2.1/145-334	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	40FEA@6231|Nematoda	1KY3W@119089|Chromadorea					1KY3W@119089|Chromadorea
A0A5B0PKD0.1/58-266	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3V15M@5204|Basidiomycota							3V15M@5204|Basidiomycota
A7J0L7.1/81-289	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A8H3I3V1.1/108-292	29DZU@1|root	2S31Y@2759|Eukaryota	3A4NI@33154|Opisthokonta	3Q5J5@4751|Fungi	3RNJW@4890|Ascomycota	21RY7@147550|Sordariomycetes						21RY7@147550|Sordariomycetes
A0A8J4RG28.1/173-380	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A4U5MY05.1/155-365	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A517KXT5.1/115-293	28J2M@1|root	2QRET@2759|Eukaryota	39UHZ@33154|Opisthokonta	3NXHW@4751|Fungi	3QR9K@4890|Ascomycota							3QR9K@4890|Ascomycota
A0A2R4CC94.1/38-248	2DBCY@1|root	2Z8GH@2|Bacteria	1R3TQ@1224|Proteobacteria									1R3TQ@1224|Proteobacteria
A0A673AIA6.1/161-378	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	48812@7711|Chordata	494CV@7742|Vertebrata					494CV@7742|Vertebrata
A0A1Y1XUF9.1/33-203	2CZ49@1|root	2S8BM@2759|Eukaryota	3AA2X@33154|Opisthokonta	3PF3X@4751|Fungi								3PF3X@4751|Fungi
A0A8H7KAG2.1/103-278	28J2M@1|root	2QRET@2759|Eukaryota	39ZIW@33154|Opisthokonta	3P1GX@4751|Fungi	3QNVV@4890|Ascomycota	215SX@147550|Sordariomycetes	1EY4P@1028384|Glomerellales					1EY4P@1028384|Glomerellales
A0A2V1BJ28.1/50-244	29DZU@1|root	2S31Y@2759|Eukaryota	39XPJ@33154|Opisthokonta	3P194@4751|Fungi	3QTFF@4890|Ascomycota	203WF@147541|Dothideomycetes	3MKPP@451867|Dothideomycetidae					3MKPP@451867|Dothideomycetidae
A0A1S9B4V7.1/40-295	2DBCY@1|root	2Z8GH@2|Bacteria	4NM3K@976|Bacteroidetes									4NM3K@976|Bacteroidetes
A0A7J9HNL0.1/177-382	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A8J5YHH3.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A8X8DKU9.1/155-365	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
F9XPY9.1/95-327	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota	2098C@147541|Dothideomycetes	3MGRK@451867|Dothideomycetidae					3MGRK@451867|Dothideomycetidae
A0A0B7FN78.1/74-279	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3V15M@5204|Basidiomycota	226DN@155619|Agaricomycetes	3H10G@355688|Agaricomycetes incertae sedis					3H10G@355688|Agaricomycetes incertae sedis
A0A0D6LE19.1/200-388	28J2M@1|root	2QRET@2759|Eukaryota	39UHZ@33154|Opisthokonta	3BYPD@33208|Metazoa	3DE3V@33213|Bilateria	40FFI@6231|Nematoda	1KXJA@119089|Chromadorea	40UC9@6236|Rhabditida				40UC9@6236|Rhabditida
A0A8J3BKF7.1/37-211	COG2304@1|root	COG2304@2|Bacteria	2GJRP@201174|Actinobacteria	4DHE7@85008|Micromonosporales								4DHE7@85008|Micromonosporales
A0A8H2WI32.1/103-301	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3V15M@5204|Basidiomycota	226DN@155619|Agaricomycetes	3H10G@355688|Agaricomycetes incertae sedis					3H10G@355688|Agaricomycetes incertae sedis
A0A151R8K1.1/184-397	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A6P5TUV6.1/169-376	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A7R7ZNQ8.1/65-396	28UM2@1|root	2RYJI@2759|Eukaryota	39SPN@33154|Opisthokonta	3NZ79@4751|Fungi	3QUC2@4890|Ascomycota	219JV@147550|Sordariomycetes						219JV@147550|Sordariomycetes
A0A3S3QFY6.1/223-430	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A8H5QVW6.1/294-512	29DZU@1|root	2QV06@2759|Eukaryota	39SK8@33154|Opisthokonta	3NYXU@4751|Fungi	3QSEQ@4890|Ascomycota	2158H@147550|Sordariomycetes	3TSEB@5125|Hypocreales	1FWBJ@110618|Nectriaceae				1FWBJ@110618|Nectriaceae
A0A0D8ZXF6.1/78-267	2DBCY@1|root	2Z8GH@2|Bacteria	1GA26@1117|Cyanobacteria									1GA26@1117|Cyanobacteria
A0A016TKY1.1/142-330	28J2M@1|root	2QRET@2759|Eukaryota	39UHZ@33154|Opisthokonta	3BYPD@33208|Metazoa	3DE3V@33213|Bilateria	40FFI@6231|Nematoda	1KXJA@119089|Chromadorea	40UC9@6236|Rhabditida				40UC9@6236|Rhabditida
A0A8H3A7J6.1/3-208	28J2M@1|root	2QRET@2759|Eukaryota	39UHZ@33154|Opisthokonta	3P1MK@4751|Fungi	3V3KE@5204|Basidiomycota	22DXG@155619|Agaricomycetes	3H86X@355688|Agaricomycetes incertae sedis					3H86X@355688|Agaricomycetes incertae sedis
A0A8H3DHK5.1/70-254	29DZU@1|root	2S31Y@2759|Eukaryota	3A4NI@33154|Opisthokonta	3Q5J5@4751|Fungi	3RNJW@4890|Ascomycota	21RY7@147550|Sordariomycetes						21RY7@147550|Sordariomycetes
A0A8K0LY20.1/93-325	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	211NX@147550|Sordariomycetes	3TIAP@5125|Hypocreales					3TIAP@5125|Hypocreales
X8J9M9.1/85-268	29DZU@1|root	2S31Y@2759|Eukaryota	3A4NI@33154|Opisthokonta	3Q5J5@4751|Fungi	3RNJW@4890|Ascomycota	21RY7@147550|Sordariomycetes						21RY7@147550|Sordariomycetes
A0A811ZGG6.1/176-398	2CMS5@1|root	2QRNA@2759|Eukaryota	39R7T@33154|Opisthokonta	3BG6W@33208|Metazoa	3CW4D@33213|Bilateria	484X9@7711|Chordata	491XK@7742|Vertebrata	3JDSC@40674|Mammalia	3EMJW@33554|Carnivora			3EMJW@33554|Carnivora
A0A1A9QMW9.1/28-234	28UM2@1|root	2Z83Y@2|Bacteria										2Z83Y@2|Bacteria
A0A4V6D4I5.1/159-365	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	3KS9W@4447|Liliopsida	3IEBQ@38820|Poales						3IEBQ@38820|Poales
A0A1R3I1N9.1/184-394	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
D8S0G1.1/167-381	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GN68@35493|Streptophyta								3GN68@35493|Streptophyta
A0A8H4X0V2.1/71-416	28UM2@1|root	2RYJI@2759|Eukaryota	39SPN@33154|Opisthokonta	3NZ79@4751|Fungi	3QUC2@4890|Ascomycota	219JV@147550|Sordariomycetes	3TKGN@5125|Hypocreales	1FZB7@110618|Nectriaceae				1FZB7@110618|Nectriaceae
A0A4W6DB24.1/157-366	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	48812@7711|Chordata	494CV@7742|Vertebrata					494CV@7742|Vertebrata
A0A8S3R6L7.1/130-309	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria							3CU5R@33213|Bilateria
A0A251TBX0.1/171-393	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A218WZL2.1/170-377	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A5D2CDW6.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A0G4KTS8.1/175-346	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	213GV@147550|Sordariomycetes	1F098@1028384|Glomerellales					1F098@1028384|Glomerellales
A0A8B8ER43.1/131-313	2CMMT@1|root	2QQWC@2759|Eukaryota	3AF02@33154|Opisthokonta	3CP4R@33208|Metazoa	3E58Z@33213|Bilateria	40RD4@6231|Nematoda	1M8HF@119089|Chromadorea					1M8HF@119089|Chromadorea
A0A399Q021.1/39-231	COG2304@1|root	COG2304@2|Bacteria	1PEFN@1224|Proteobacteria	1RVRZ@1236|Gammaproteobacteria	1YUB2@136843|Pseudomonas fluorescens group							1YUB2@136843|Pseudomonas fluorescens group
E3QWQ8.1/130-316	29DZU@1|root	2S31Y@2759|Eukaryota	39XPJ@33154|Opisthokonta	3P194@4751|Fungi	3QTFF@4890|Ascomycota	217K8@147550|Sordariomycetes	1F6P4@1028384|Glomerellales					1F6P4@1028384|Glomerellales
A6R6D8.1/60-334	28UM2@1|root	2RYJI@2759|Eukaryota	39SPN@33154|Opisthokonta	3NZ79@4751|Fungi	3QSFQ@4890|Ascomycota	20S1H@147545|Eurotiomycetes						20S1H@147545|Eurotiomycetes
A0A8C5QIV2.1/164-387	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	48812@7711|Chordata	494CV@7742|Vertebrata					494CV@7742|Vertebrata
B9RZ47.1/158-365	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A8J6MQ45.1/100-269	2DBCY@1|root	2Z8GH@2|Bacteria	1GA26@1117|Cyanobacteria									1GA26@1117|Cyanobacteria
A0A7N2RCI0.1/173-379	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A6V7W4E8.1/140-336	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	40FEA@6231|Nematoda	1KY3W@119089|Chromadorea					1KY3W@119089|Chromadorea
G2X830.1/166-337	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	213GV@147550|Sordariomycetes	1F098@1028384|Glomerellales					1F098@1028384|Glomerellales
A0A7J7NY94.1/157-365	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A010RBA2.1/77-313	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NXY8@4751|Fungi	3QSRY@4890|Ascomycota	216ZN@147550|Sordariomycetes	1EV7R@1028384|Glomerellales					1EV7R@1028384|Glomerellales
A0A7N2MTV1.1/173-380	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
R0KRE9.1/150-331	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0PT@4751|Fungi	3QTI0@4890|Ascomycota	204FN@147541|Dothideomycetes	4KF7J@92860|Pleosporales					4KF7J@92860|Pleosporales
B2BX66.1/171-379	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A2V3IRL0.1/236-413	COG2304@1|root	COG2304@2|Bacteria	2GJRP@201174|Actinobacteria									2GJRP@201174|Actinobacteria
A0A7C8MEQ8.1/65-346	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3QNCN@4890|Ascomycota	21701@147550|Sordariomycetes						21701@147550|Sordariomycetes
A0A093XBB1.1/111-331	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	20KNB@147545|Eurotiomycetes						20KNB@147545|Eurotiomycetes
A0A6J5X2R9.1/166-373	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A8S1FA95.1/136-325	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	40FEA@6231|Nematoda	1KY3W@119089|Chromadorea	40XFN@6236|Rhabditida				40XFN@6236|Rhabditida
A0A8H3CA59.1/76-253	29DZU@1|root	2S31Y@2759|Eukaryota	3A4NI@33154|Opisthokonta	3Q5J5@4751|Fungi	3RNJW@4890|Ascomycota	21RY7@147550|Sordariomycetes						21RY7@147550|Sordariomycetes
A0A2A9NYK6.1/35-243	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A7I8JAZ3.1/91-297	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	3KS9W@4447|Liliopsida							3KS9W@4447|Liliopsida
A0A8J9Z8E2.1/177-404	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	48812@7711|Chordata						48812@7711|Chordata
A0A6H0Y3Z6.1/599-794	29DZU@1|root	2S31Y@2759|Eukaryota	39XPJ@33154|Opisthokonta	3P194@4751|Fungi	3QTFF@4890|Ascomycota	203WF@147541|Dothideomycetes	3MKPP@451867|Dothideomycetidae					3MKPP@451867|Dothideomycetidae
A0A210R172.1/83-260	28J2M@1|root	2QRET@2759|Eukaryota	38F0S@33154|Opisthokonta	3BGBA@33208|Metazoa	3CU5R@33213|Bilateria	40D73@6231|Nematoda	1KYV1@119089|Chromadorea	40ZXF@6236|Rhabditida				40ZXF@6236|Rhabditida
A0A423MDD7.1/39-230	COG2304@1|root	COG2304@2|Bacteria	1PEFN@1224|Proteobacteria	1RVRZ@1236|Gammaproteobacteria	1YUB2@136843|Pseudomonas fluorescens group							1YUB2@136843|Pseudomonas fluorescens group
A0A428NX00.1/67-246	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3QSS6@4890|Ascomycota	214BI@147550|Sordariomycetes	1EZE4@1028384|Glomerellales					1EZE4@1028384|Glomerellales
O81103.1/179-387	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A7J7GUX9.1/161-369	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A2N1KYW5.1/77-271	29DZU@1|root	2S31Y@2759|Eukaryota	39XPJ@33154|Opisthokonta	3P194@4751|Fungi	3QTFF@4890|Ascomycota	203WF@147541|Dothideomycetes	3MKPP@451867|Dothideomycetidae					3MKPP@451867|Dothideomycetidae
A0A5D2KN98.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A1R3I1W8.1/184-391	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A833QIW2.1/170-383	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
D3BV93.1/41-234	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi								3P0K3@4751|Fungi
E3QRP6.1/76-314	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NXY8@4751|Fungi	3QSRY@4890|Ascomycota	216ZN@147550|Sordariomycetes	1EV7R@1028384|Glomerellales					1EV7R@1028384|Glomerellales
A0A6P8I080.1/90-273	KOG3544@1|root	KOG3544@2759|Eukaryota	3ADZC@33154|Opisthokonta									3ADZC@33154|Opisthokonta
A0A811PWB5.1/160-409	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	3M37J@4447|Liliopsida	3ITB0@38820|Poales						3ITB0@38820|Poales
A0A1Y2X045.1/129-320	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0PT@4751|Fungi	3QTI0@4890|Ascomycota	20S2Z@147545|Eurotiomycetes	3B5A3@33183|Onygenales	3FQRF@34383|Onygenales incertae sedis				3FQRF@34383|Onygenales incertae sedis
A2IAU0.1/170-389	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A5C3R0A6.1/92-306	28J2M@1|root	2QRET@2759|Eukaryota	39UHZ@33154|Opisthokonta	3P1MK@4751|Fungi	3V3KE@5204|Basidiomycota	22DXG@155619|Agaricomycetes	3H86X@355688|Agaricomycetes incertae sedis					3H86X@355688|Agaricomycetes incertae sedis
A0A2U1NLY5.1/13-232	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GN68@35493|Streptophyta								3GN68@35493|Streptophyta
A0A2S7Y5E7.1/93-306	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	211NX@147550|Sordariomycetes	3TIAP@5125|Hypocreales					3TIAP@5125|Hypocreales
A0A559LGU5.1/76-434	28UM2@1|root	2RYJI@2759|Eukaryota	39SPN@33154|Opisthokonta	3NZ79@4751|Fungi	3QSFQ@4890|Ascomycota	21P0W@147550|Sordariomycetes	3TT6R@5125|Hypocreales	1FX8W@110618|Nectriaceae				1FX8W@110618|Nectriaceae
A0A7C8HC13.1/123-343	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	20KNB@147545|Eurotiomycetes						20KNB@147545|Eurotiomycetes
B6Q7X0.1/123-343	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	20KNB@147545|Eurotiomycetes						20KNB@147545|Eurotiomycetes
A0A7J7NY85.1/171-379	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A8K0RPH1.1/76-437	28UM2@1|root	2RYJI@2759|Eukaryota	39SPN@33154|Opisthokonta	3NZ79@4751|Fungi	3QSFQ@4890|Ascomycota	21P0W@147550|Sordariomycetes	3TT6R@5125|Hypocreales	1FX8W@110618|Nectriaceae				1FX8W@110618|Nectriaceae
A0A067MSX0.1/118-331	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	203YJ@147541|Dothideomycetes						203YJ@147541|Dothideomycetes
A0A7J9HPH0.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A0B7KAK2.1/64-242	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3QSS6@4890|Ascomycota	214BI@147550|Sordariomycetes	1EZE4@1028384|Glomerellales					1EZE4@1028384|Glomerellales
A0A7J9K117.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A7J8SNY0.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A7J8VK94.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A1U8PNR2.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A5D2UQB3.1/151-360	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A5B7BMB9.1/168-379	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta								3GD2R@35493|Streptophyta
A0A8K0QU28.1/88-331	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3QQ1F@4890|Ascomycota	208RV@147541|Dothideomycetes	4KHKW@92860|Pleosporales					4KHKW@92860|Pleosporales
Q5G1L4.2/179-387	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A7C8IE08.1/91-350	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3QQ1F@4890|Ascomycota	208RV@147541|Dothideomycetes	4KHKW@92860|Pleosporales					4KHKW@92860|Pleosporales
M5C199.1/6-200	28J2M@1|root	2QRET@2759|Eukaryota	39UHZ@33154|Opisthokonta	3NXHW@4751|Fungi	3QR9K@4890|Ascomycota	217JB@147550|Sordariomycetes	1EUX2@1028384|Glomerellales					1EUX2@1028384|Glomerellales
D8S0G3.1/167-381	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GN68@35493|Streptophyta								3GN68@35493|Streptophyta
A0A444WYG1.1/69-279	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GD2R@35493|Streptophyta	4JF61@91835|fabids							4JF61@91835|fabids
A0A0K6FUE9.1/69-253	29DZU@1|root	2S31Y@2759|Eukaryota	3A4NI@33154|Opisthokonta	3Q5J5@4751|Fungi	3RNJW@4890|Ascomycota	21RY7@147550|Sordariomycetes						21RY7@147550|Sordariomycetes
A0A1K1MVR5.1/77-337	2DBCY@1|root	2Z8GH@2|Bacteria	1R3TQ@1224|Proteobacteria	2VXF6@28216|Betaproteobacteria	372QF@32003|Nitrosomonadales							372QF@32003|Nitrosomonadales
A0A1Y2VCS3.1/50-241	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0PT@4751|Fungi	3QTI0@4890|Ascomycota	20S2Z@147545|Eurotiomycetes	3B5A3@33183|Onygenales	3FQRF@34383|Onygenales incertae sedis				3FQRF@34383|Onygenales incertae sedis
A0A8H2Y0I3.1/74-279	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3V15M@5204|Basidiomycota	226DN@155619|Agaricomycetes	3H10G@355688|Agaricomycetes incertae sedis					3H10G@355688|Agaricomycetes incertae sedis
A0A498SNQ8.1/137-325	28J2M@1|root	2QRET@2759|Eukaryota	39UHZ@33154|Opisthokonta	3BYPD@33208|Metazoa	3DE3V@33213|Bilateria	40FFI@6231|Nematoda	1KXJA@119089|Chromadorea					1KXJA@119089|Chromadorea
A0A6I9TDV3.1/168-371	28NRM@1|root	2QVBP@2759|Eukaryota	37QAQ@33090|Viridiplantae	3GN68@35493|Streptophyta	44UN8@71274|asterids							44UN8@71274|asterids
A0A8A1M613.1/53-383	28UM2@1|root	2RYJI@2759|Eukaryota	39SPN@33154|Opisthokonta	3NZ79@4751|Fungi	3QSFQ@4890|Ascomycota	20JZ7@147545|Eurotiomycetes	3B5B6@33183|Onygenales					3B5B6@33183|Onygenales
A0A1L5PBE2.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A2A5KJE3.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A2A6J2U9.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A2A6K4S4.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A432PA96.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A4R3Q368.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A7W7E3W6.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A854XGY0.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A2A6JKU6.1/73-253	COG2304@1|root	COG2304@2|Bacteria	1QZQM@1224|Proteobacteria									1QZQM@1224|Proteobacteria
A0A136IMD0.1/126-308	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0PT@4751|Fungi	3QTI0@4890|Ascomycota	219EU@147550|Sordariomycetes						219EU@147550|Sordariomycetes
A0A8H4KQ60.1/68-269	29DZU@1|root	2SJFG@2759|Eukaryota	3A64C@33154|Opisthokonta	3PA7S@4751|Fungi	3R1TH@4890|Ascomycota	21DRW@147550|Sordariomycetes	3TSE9@5125|Hypocreales	1FZ3C@110618|Nectriaceae				1FZ3C@110618|Nectriaceae
