DATASET_DOMAINS
SEPARATOR COMMA
DATASET_LABEL,Domains
A0A6G1HLY0,745,HH|58|306|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|582|707|#f2b365|PF18132_Tyosinase C-terminal domain
A0A6G1HNC2,376
A0A6G1HWI3,424,HH|82|357|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A6G1HXT1,351
A0A6G1I2N2,611
A0A6G1ICP7,388
A0A6G1IEP5,262
A0A6G1INJ0,323
A0A6G1INV5,392
A0A6G1IP66,355
A0A6G1IS47,397
A0A6G1IV16,558
A0A6G1J3Y1,282
A0A6G1J6M2,706
A0A6G1J7S0,373
A0A6G1JCT9,334,HH|21|82|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|186|309|#f2b365|PF18132_Tyosinase C-terminal domain
A0A6G1JIY4,600
A0A6G1JJB9,716
A0A6G1JNJ9,413
A0A6G1JVD0,387
A0A6G1JXQ0,606
A0A6G1JZ99,710
A0A6G1K394,593
A0A6G1K5L0,392
A0A6G1K7W6,425
A0A6G1K9L2,750
A0A6G1KA37,394
A0A6G1KF51,620
A0A6G1KGG9,373
A0A6G1KJP5,346
A0A6G1KL30,318
A0A6G1KL79,400
A0A6G1KSI8,368
A0A6G1KYM2,646
A0A6G1L2W6,320
A0A6G1L478,361
A0A6G1LGU8,348
A0A6G1LHH1,599,HH|78|310|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|415|533|#f2b365|PF18132_Tyosinase C-terminal domain
A0A6G1LLW4,641
A0A6G1LU24,247
A0A6G1LUM3,646
A0A6G1LZ48,970
A0A6G1M4C9,389
A0A6G1M512,387
A0A6G1M5I0,370
A0A6G1M8L0,693
A0A6G1M965,387
A0A6G1M972,710
A0A6G1M9F9,643
A0A6G1M9S3,715
A0A6G1MDZ6,773
A0A6G1MEA1,816
A0A6G1MF13,932
A0A6G1MMA1,799,HH|283|521|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|627|737|#f2b365|PF18132_Tyosinase C-terminal domain
A0A6H0XMS2,645
A0A6H0XNI2,661,HH|111|360|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|495|599|#f2b365|PF18132_Tyosinase C-terminal domain
A0A6H0XRQ1,370
A0A6H0XTV7,589
A0A6H0Y3Z6,847,HH|72|98|#1f77e8|PF12108_Splicing factor SF3a60 binding domain,HH|215|238|#6d5baf|PF12171_Zinc-finger double-stranded RNA-binding,HH|599|794|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|344|461|#6c551b|PF11931_SF3a60/Prp9 C-terminal
A0A6J3LV43,620
A0A6J3LW51,672,HH|54|346|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|494|620|#f2b365|PF18132_Tyosinase C-terminal domain
A0A6J3LWY9,633
A0A6J3M5I3,344
A0A6J3MCD2,346
A0A6J3MCF2,322
A0A6J3MIN3,575
A0A6M7YNA4,392
A0A6M7Z8U3,245
A0A6M7ZIT1,710
A0A6P8AME8,470
A0A6P8AU99,571
A0A6P8AYP6,321
A0A6P8AZ63,376
A0A6P8AZF3,337
A0A6P8B315,362
A0A6P8B4K3,325
A0A6P8B8G8,1455
A0A6P8BBR4,648
A0A6P8BEE0,330
A0A6P8BIK3,386
A0A6P8BJE5,279,HH|126|279|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A6P8BJH6,339
A0A6P8BK20,327
A0A6P8BKM3,388
A0A6P8BLM6,404
A0A6P8BM78,405
A0A6S6V8B0,340
A0A6S6VNJ6,733
A0A6S6VU36,360
A0A6S6W3A0,1264
A0A6S6W4U5,412
A0A6S6W716,387
A0A6S6W8E6,347
A0A6S6W931,417
A0A6S6WEB6,371
A0A6S6WGC4,579
A0A6S6WQV4,418
A0A6V8H7W0,740
A0A6V8HMJ9,371
A0A6V8R0R1,338
A0A6V8R0Z5,539
A0A7C8H2D7,631
A0A7C8H5L4,408
A0A7C8HC13,414
A0A7C8I2F1,725
A0A7C8I610,323
A0A7C8I6S9,278
A0A7C8I7T2,312
A0A7C8I9R9,691
A0A7C8IE08,626
A0A7C8IGQ8,351
A0A7C8IHL7,627
A0A7C8IKH9,370
A0A7C8IMI0,413
A0A7C8INN8,460
A0A7C8INS5,369
A0A7C8IQU8,796
A0A7C8IT31,537
A0A7C8IUS4,265
A0A7C8J0G5,310
A0A7C8J186,654
A0A7C8J1E6,707
A0A7C8J7Y8,402
A0A7C8JAS1,1015
A0A7C8JBB6,358
A0A7C8JBD1,643
A0A7C8JDI9,797
A0A7C8JJK0,934
A0A7C8JJP1,418
A0A7C8JV30,368
A0A7C8JXQ3,717,HH|99|390|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|549|681|#f2b365|PF18132_Tyosinase C-terminal domain
A0A7C8K022,783
A0A7C8K5L1,797
A0A7C8K8Z5,815
A0A7C8KBV7,389
A0A7C8KC07,643
A0A7C8KEE4,387
A0A7C8KIB9,643
A0A7C8KN05,797
A0A7C8KT55,389
A0A7C8M196,638
A0A7C8M1F0,391
A0A7C8M1Q1,679,HH|107|368|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|504|630|#f2b365|PF18132_Tyosinase C-terminal domain
A0A7C8MA78,423
A0A7C8MC86,368
A0A7C8MEQ8,644
A0A7C8MI21,390
A0A7C8MIV3,373
A0A7C8MM57,164
A0A7C8MNV9,365
A0A7C8MQB2,543
A0A7C8MQM8,2183,HH|645|848|#0ab1b1|PF00743_Flavin-binding monooxygenase-like,HH|96|350|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|497|615|#f2b365|PF18132_Tyosinase C-terminal domain,HH|1206|1413|#31c437|PF19834_Family of unknown function (DUF6314),HH|1829|2079|#1235e2|PF00082_Subtilase family
A0A7C8MUA2,155
A0A7C8MWQ0,772,HH|482|714|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7C8MY70,1315,HH|1022|1077|#b33a3f|PF10403_Rad4 beta-hairpin domain 1,HH|1150|1222|#b75f4f|PF10405_Rad4 beta-hairpin domain 3,HH|75|229|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|265|360|#f2b365|PF18132_Tyosinase C-terminal domain,HH|900|1016|#73cc03|PF03835_Rad4 transglutaminase-like domain,HH|1081|1143|#72bd47|PF10404_Rad4 beta-hairpin domain 2
A0A7C8MYP4,378
A0A7C8N8T9,387
A0A7C8NBV7,418
A0A7C8NDA9,391
A0A7C8NDC7,773
A0A7C8NFL4,324
A0A7C8NGK3,708
A0A7C8NGK8,820
A0A7C8NPI3,785
A0A7C8NPX5,389
A0A7C8NPY3,714
A0A7C8NTH6,387
A0A7C8NXU1,814
A0A7C8NYP8,579
A0A7C8NZM9,396
A0A7C8P2D4,773
A0A7C8P6Q1,644
A0A7C8PCL3,781
A0A7C8PDD9,507
A0A7C8PHR6,715
A0A7C8PJK8,389
A0A7C8PLB1,710
A0A7C8PNE0,1039
A0A7C8PUR3,773
A0A7C8PX01,710
A0A7C8Q019,773
A0A7C8Q0E6,888,HH|349|583|#f094f6|PF20684_Fungal rhodopsin domain,HH|79|292|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7C8Q4D3,364
A0A7C8QK16,335
A0A7C8QK40,630
A0A7C8QPJ2,978
A0A7C8QPM9,600
A0A7C8QXL5,643
A0A7C8QXT6,715
A0A7C8R362,765
A0A7C8R885,778
A0A7C8R9U8,693
A0A7C8RAE6,708
A0A7C8RCZ8,358
A0A7C8RDK3,384
A0A7C8RHI6,607
A0A7C8RJM1,1026
A0A7C8RKC7,813
A0A7C8RMH3,786
A0A7C8RPN7,944,HH|59|338|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|772|904|#f2b365|PF18132_Tyosinase C-terminal domain
A0A7C8TZL1,934
A0A7C8U0Y1,387
A0A7C8U3L5,697
A0A7C8U767,358
A0A7C8UE72,699
A0A7C8UEV0,449
A0A7C8UF14,389
A0A7C8UG49,698
A0A7C8UNT4,1050,HH|412|655|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|762|872|#f2b365|PF18132_Tyosinase C-terminal domain
A0A7C8V132,762
A0A7C8V1V3,787,HH|120|419|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|537|659|#f2b365|PF18132_Tyosinase C-terminal domain
A0A7C8V238,389
A0A7C8V4F7,799
A0A7C8V9B0,348
A0A7C8V9T5,387
A0A7C8VB42,317
A0A7C8VG14,593
A0A7C8VLB4,710
A0A7D5V4M8,791
A0A7D5YT00,379
A0A7D5YT18,361
A0A7D5YVH6,378
A0A7D5YXM1,533
A0A7D5Z0B1,513,HH|55|255|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7D5Z204,922
A0A7D5Z638,612
A0A7D8UJQ4,455,HH|90|294|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7D8UM11,580
A0A7D8UMM7,414,HH|98|357|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7D8UYH4,609
A0A7D8YU95,603
A0A7D8YV71,445,HH|85|281|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7D8YX93,402
A0A7G5IUI2,469
A0A7G5J0U2,592
A0A7G5J8F3,352
A0A7G5J8W4,721
A0A7H8QJ09,368
A0A7H8QP42,618
A0A7H8QRN6,349
A0A7H8R1G7,628
A0A7H8R8H9,344
A0A7H8RB58,342
A0A7H8RBQ9,354
A0A7J6IF95,382
A0A7J6II82,338
A0A7J6ITF9,377
A0A7J6IUN5,403
A0A7J6IVS7,360
A0A7J6IXY4,390
A0A7J6J1N9,402
A0A7J6J2J1,578
A0A7J6J5I0,332
A0A7J6J5U3,410
A0A7J6JBY0,362
A0A7J6JPL9,626
A0A7R6T5J0,615
A0A7R7VQZ5,444
A0A7R7VRG0,434
A0A7R7W9K7,394
A0A7R7WZ05,350
A0A7R7WZB7,334
A0A7R7X9F5,384
A0A7R7XAN5,385
A0A7R7XQJ8,342
A0A7R7XS87,343
A0A7R7XUY8,286,HH|220|273|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7R7XVK7,680
A0A7R7XXA9,636
A0A7R7ZLM2,299
A0A7R7ZNQ8,648
A0A7R8AGW9,355
A0A7R8ARR0,360
A0A7S8CX28,390
A0A7S8D0B4,337
A0A7S8D418,556
A0A7S8D684,320
A0A7S8DLW9,337
A0A7S8DM33,390
A0A7S8DM79,350
A0A7S8DNY9,330
A0A7S8DPZ1,565
A0A7S8DXC2,398
A0A7S8E0R1,780
A0A7S8E245,556
A0A7S8E4U8,509
A0A7S8HSP6,355
A0A7S8HTB7,593
A0A7S8HWJ9,1016
A0A7S8I1N8,338
A0A7S8I246,460
A0A7S9PSA8,526
A0A7T6XPA7,108
A0A7T6XWB9,366
A0A7U2ERA1,384
A0A7U2ESQ2,388
A0A7U2EU21,386
A0A7U2EUN7,381
A0A7U2F198,252,HH|32|208|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A7U2F463,625
A0A7U2F4F3,408
A0A7U2F4G3,399
A0A7U2F662,412
A0A7U2FA14,750
A0A7U2FA84,749
A0A7U2FAU1,348
A0A7U2FCU0,285
A0A7U2HZK6,417
A0A7U2I6P4,371
A0A7U2IA54,384
A0A7U2MCW3,539
A0A7U2MHQ4,390
A0A7U2MJK8,358
A0A7U2MKV6,660
A0A7U2MN31,350
A0A7U2NQS5,355
A0A7U2QZU7,352
A0A7U2R2A5,616
A0A7U3Q258,1026,HH|484|738|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|882|998|#f2b365|PF18132_Tyosinase C-terminal domain,HH|28|319|#7c42d0|PF01212_Beta-eliminating lyase
A0A830IEJ3,383
A0A830IS46,413
A0A834RPD9,172
A0A834RQG1,201
A0A8A1L447,848
A0A8A1LC13,188
A0A8A1LL71,327
A0A8A1LYY9,327
A0A8A1M5L3,438
A0A8A1M613,758,HH|53|383|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|503|622|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8A1M824,636
A0A8A1M8K3,379
A0A8A1MDM0,251
A0A8A1MPW2,811
A0A8A3P2H8,588
A0A8A3P3U8,670
A0A8A3P9S6,582
A0A8A3PKD0,592
A0A8A3PLC2,668
A0A8A5MZC0,613
A0A8E0QKL5,386
A0A8E0QRX9,348
A0A8E0QWF1,348
A0A8E0R3M2,444
A0A8E0R4H9,445
A0A8E2AKR6,570
A0A8E2AVU6,513
A0A8E2AW04,570
A0A8E2DWK1,677
A0A8E2E040,657
A0A8E2E888,366
A0A8E2EJQ3,359
A0A8E2EM46,643
A0A8E2EQ07,547
A0A8E2ERP3,632
A0A8E2EXZ3,675
A0A8E2F0P1,395
A0A8E2F203,545
A0A8E2F2M6,700,HH|71|359|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|546|668|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8E2F2V8,360
A0A8E2F331,673,HH|58|373|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|477|624|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8E2F5T7,367
A0A8E2F7C8,524,HH|66|285|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8E2FC38,259,HH|5|177|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8E2FEP8,350
A0A8E2J837,437
A0A8E2JHT1,603
A0A8E2JR73,81
A0A8E2JUZ8,213
A0A8E2JVK2,718,HH|65|379|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|547|678|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8E2JW89,245
A0A8E2JWP1,422
A0A8E2JYG3,342
A0A8E2JYI7,660
A0A8E5HUS5,351
A0A8E5MJ42,545
A0A8E5MJW1,629
A0A8G0LIR9,624
A0A8G0LLK9,351
A0A8G0LMA0,552
A0A8G1QQX9,334
A0A8G1QUI1,383
A0A8G1QUY8,341
A0A8G1RJC8,329
A0A8G1RPW7,385
A0A8G1RYK6,355
A0A8G1S217,339
A0A8G1VJJ2,406
A0A8G1VMI2,350
A0A8G1VR45,402
A0A8G1VV01,409
A0A8G1W2S6,259
A0A8H2DRG7,593,HH|51|335|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H2DTR3,708
A0A8H2E7P9,644
A0A8H2E7V3,693
A0A8H2HVJ1,1014
A0A8H2VKB5,639
A0A8H2VQV0,359
A0A8H2VS30,582
A0A8H2VV58,283
A0A8H2W0H1,269
A0A8H2W4T0,357
A0A8H2W7R3,737
A0A8H2W809,431
A0A8H2W928,348
A0A8H2W9D2,360
A0A8H2W9Q2,625
A0A8H2WBF2,333
A0A8H2WD57,1107
A0A8H2WDL1,332
A0A8H2WDM7,356
A0A8H2WDY0,639
A0A8H2WDZ0,279
A0A8H2WET3,326
A0A8H2WEW9,352
A0A8H2WEZ6,363
A0A8H2WI32,365
A0A8H2WM01,356
A0A8H2WMA3,322
A0A8H2WMM3,367
A0A8H2WNW1,317
A0A8H2WP90,363
A0A8H2WPP2,94
A0A8H2WQD8,354
A0A8H2WRM0,343
A0A8H2WV07,315
A0A8H2WW00,174
A0A8H2WX59,155
A0A8H2WXU0,322
A0A8H2WYZ7,363
A0A8H2X5G0,102
A0A8H2X7X2,359
A0A8H2X7Z7,357
A0A8H2X9J9,324
A0A8H2X9N2,359
A0A8H2XCD1,332
A0A8H2XCL6,364
A0A8H2XG86,318
A0A8H2XI08,362
A0A8H2XJG0,357
A0A8H2XL28,352
A0A8H2XQU0,356
A0A8H2XQY6,382
A0A8H2XRL2,700
A0A8H2XU14,314
A0A8H2XWF9,336
A0A8H2XWZ9,365
A0A8H2XZI9,714
A0A8H2Y0I3,351
A0A8H2Y0Y5,364
A0A8H2Y1F4,402
A0A8H2ZLL6,91
A0A8H2ZM91,526
A0A8H2ZTG7,530
A0A8H2ZUE3,316
A0A8H2ZWM0,367
A0A8H2ZYP1,365
A0A8H2ZZ57,733
A0A8H2ZZC9,346
A0A8H3A0M5,859
A0A8H3A114,357
A0A8H3A1U9,640
A0A8H3A459,605
A0A8H3A6F2,354
A0A8H3A7H8,224
A0A8H3A7J6,270
A0A8H3A7Z2,126
A0A8H3A915,315
A0A8H3AA21,363
A0A8H3AAQ4,707
A0A8H3ABE8,209
A0A8H3AE87,362
A0A8H3AEG2,319
A0A8H3AJB0,696
A0A8H3ANG7,447
A0A8H3AUD8,365
A0A8H3AXX9,225
A0A8H3AYG3,292
A0A8H3AYS9,322
A0A8H3AZI8,308
A0A8H3AZT0,317
A0A8H3B026,141
A0A8H3B055,353
A0A8H3B0E6,110
A0A8H3B0Z6,367
A0A8H3B5A0,365
A0A8H3B7I3,190
A0A8H3B8G8,345
A0A8H3B9S6,363
A0A8H3BAF1,364
A0A8H3BDA9,318
A0A8H3BDF6,355
A0A8H3BED7,190
A0A8H3BH88,323
A0A8H3BJU5,272
A0A8H3BKM9,395,HH|145|329|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3BLR1,320
A0A8H3BNH7,395
A0A8H3BP52,734
A0A8H3BPP3,639
A0A8H3BQP1,318
A0A8H3BRT5,391
A0A8H3BS36,317
A0A8H3BUA3,407
A0A8H3BVH4,721
A0A8H3BW89,154
A0A8H3BWB0,353
A0A8H3BWX9,258
A0A8H3BXL8,82
A0A8H3BYP2,375
A0A8H3BZ00,103
A0A8H3C0A3,133
A0A8H3C0L6,310
A0A8H3C0V7,353
A0A8H3C2J4,348
A0A8H3C3M9,365
A0A8H3C4G7,317
A0A8H3C4K7,319
A0A8H3C6K9,155
A0A8H3C753,179
A0A8H3C7V0,353
A0A8H3C861,348,HH|201|285|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|103|174|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3C9U8,319
A0A8H3CA59,308
A0A8H3CAP5,354
A0A8H3CCD5,362
A0A8H3CDA8,413
A0A8H3CFB7,637
A0A8H3CHT1,331
A0A8H3CIJ2,363
A0A8H3CIU4,310
A0A8H3CJ16,362
A0A8H3CM17,333
A0A8H3CM85,352
A0A8H3CNG7,142
A0A8H3CPZ5,363
A0A8H3CQ20,722
A0A8H3CS31,150
A0A8H3CSH4,319
A0A8H3CUU5,363
A0A8H3CUW5,738
A0A8H3CVH2,319
A0A8H3CZ20,356
A0A8H3D189,925,HH|87|303|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3D1S1,639
A0A8H3D561,378
A0A8H3D6Z5,121
A0A8H3DA81,318
A0A8H3DC11,207
A0A8H3DEC7,195
A0A8H3DFX7,314
A0A8H3DG48,322
A0A8H3DH08,739
A0A8H3DH36,360
A0A8H3DH45,360
A0A8H3DHK5,321
A0A8H3DKS2,756
A0A8H3DMU5,320
A0A8H3DMX3,369
A0A8H3DP18,352
A0A8H3DQV5,162
A0A8H3DQW7,317
A0A8H3DR34,395
A0A8H3DRC3,1166
A0A8H3DRV8,346
A0A8H3DS61,753,HH|131|387|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3DT93,356
A0A8H3DTU2,357
A0A8H3DV55,360
A0A8H3DXC2,195
A0A8H3DZ25,506
A0A8H3E068,318
A0A8H3E170,334
A0A8H3E3S0,311
A0A8H3E6S2,348
A0A8H3E826,290
A0A8H3E969,366
A0A8H3EG02,359
A0A8H3EN91,670,HH|87|342|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|507|630|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3F360,217
A0A8H3F9S2,573
A0A8H3FB07,359
A0A8H3FLJ8,279
A0A8H3FNM0,375
A0A8H3FPA4,315
A0A8H3FR24,694,HH|72|351|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|520|658|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3FVH9,643
A0A8H3FYE1,379
A0A8H3G324,586
A0A8H3G4B9,513
A0A8H3G5H2,571,HH|74|316|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|422|529|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3G6G5,336
A0A8H3G8R3,345
A0A8H3GCN2,317
A0A8H3GDY3,321
A0A8H3GGG6,445
A0A8H3GGT0,351
A0A8H3GHB1,351
A0A8H3GHR6,338
A0A8H3GIJ6,397
A0A8H3GJ25,366
A0A8H3GJ96,967,HH|828|854|#9f9873|PF00806_Pumilio-family RNA binding repeat,HH|789|822|#9f9873|PF00806_Pumilio-family RNA binding repeat,HH|677|707|#9f9873|PF00806_Pumilio-family RNA binding repeat,HH|645|672|#9f9873|PF00806_Pumilio-family RNA binding repeat,HH|712|744|#9f9873|PF00806_Pumilio-family RNA binding repeat,HH|91|288|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3GJI1,395
A0A8H3GJP0,275
A0A8H3GKD3,322
A0A8H3GN92,318
A0A8H3GNE7,369,HH|166|311|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3GPF4,356
A0A8H3GPT3,317
A0A8H3GTI8,321
A0A8H3GTK5,378
A0A8H3GUJ3,178
A0A8H3GVC8,327
A0A8H3GWD2,308
A0A8H3GXQ4,289
A0A8H3GYD3,317
A0A8H3GYQ5,244
A0A8H3GZI6,616
A0A8H3H1F0,356
A0A8H3H232,354
A0A8H3H2G3,364
A0A8H3H3H3,317
A0A8H3H3Y4,1089,HH|838|1026|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|95|279|#de2e8a|PF20153_Family of unknown function (DUF6535)
A0A8H3H4I9,317
A0A8H3H4T7,631
A0A8H3H5V5,395
A0A8H3H7F4,364
A0A8H3HB97,246
A0A8H3HBJ0,574
A0A8H3HCF2,380
A0A8H3HD74,234
A0A8H3HER9,308
A0A8H3HF69,317
A0A8H3HGU7,432
A0A8H3HH87,357
A0A8H3HI94,630,HH|95|369|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3HIA4,382
A0A8H3HML6,693,HH|185|270|#a3bc6e|PF20152_Family of unknown function (DUF6534),HH|421|631|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3HQZ0,69
A0A8H3HU11,353
A0A8H3HVS0,666,HH|30|323|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3HWJ3,313
A0A8H3I0H6,314
A0A8H3I335,378
A0A8H3I3V1,371
A0A8H3I5R2,317
A0A8H3I9E9,615,HH|105|290|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|435|561|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3IAU0,361
A0A8H3IDD5,362
A0A8H3IF87,657
A0A8H3IJQ0,205
A0A8H3IL14,745,HH|327|547|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3IRN5,981,HH|384|670|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|819|941|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3IRP0,346
A0A8H3IS69,1275,HH|842|1063|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3J0U5,710,HH|62|342|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|550|675|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3J3F8,710,HH|69|391|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|540|668|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3JTK9,425
A0A8H3LDJ6,582
A0A8H3LDR0,582
A0A8H3N1T5,392
A0A8H3NLB3,357
A0A8H3NML7,413
A0A8H3P2R3,383
A0A8H3PCJ8,620
A0A8H3RX29,413
A0A8H3S8W8,424
A0A8H3S9D4,830
A0A8H3SDV5,348
A0A8H3SEJ8,351
A0A8H3SGY7,413
A0A8H3SHF1,347
A0A8H3SL82,348
A0A8H3SNA9,341
A0A8H3SRE8,128
A0A8H3SVZ6,406
A0A8H3T482,402
A0A8H3T4K2,350
A0A8H3T5P0,334
A0A8H3U2Q4,599
A0A8H3U6Y9,331
A0A8H3UFY5,345
A0A8H3UGI5,319
A0A8H3UMI6,359
A0A8H3UQ31,223
A0A8H3URB4,621,HH|73|322|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|426|541|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H3USQ9,396
A0A8H3V027,181,HH|84|115|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|8|78|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3V5D4,122
A0A8H3V839,346
A0A8H3V9L0,294
A0A8H3VC67,433,HH|172|374|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3VIP5,341
A0A8H3VQH7,605
A0A8H3VS12,632
A0A8H3VUY2,333
A0A8H3VY49,386
A0A8H3VZM9,403
A0A8H3VZY2,743
A0A8H3W221,325
A0A8H3W2Z1,332
A0A8H3W3M4,784
A0A8H3W3M5,663
A0A8H3W532,351
A0A8H3W6Q4,410
A0A8H3W7G0,311
A0A8H3W909,356
A0A8H3WAN6,346
A0A8H3WAX8,338
A0A8H3WCH4,299
A0A8H3WD10,382
A0A8H3WF38,220
A0A8H3WF76,548
A0A8H3WFH2,1022,HH|552|701|#b64609|PF06985_Heterokaryon incompatibility protein (HET),HH|68|270|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3WH14,360
A0A8H3WIY3,360
A0A8H3WJV1,402
A0A8H3WK00,359
A0A8H3WPE4,340
A0A8H3WRY4,610
A0A8H3WZW9,605
A0A8H3XIS9,605
A0A8H3XWU4,383
A0A8H3YLS0,605
A0A8H3YMW2,632
A0A8H3YNM1,600
A0A8H3YPL6,311
A0A8H3YQ24,1006,HH|621|943|#c28c98|PF09402_Man1-Src1p-C-terminal domain,HH|57|293|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|338|372|#624b54|PF12949_HeH/LEM domain
A0A8H3Z1L5,371
A0A8H3Z1W3,347
A0A8H3Z591,632
A0A8H3Z5Y7,358
A0A8H3ZAJ8,362,HH|119|297|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3ZF90,344
A0A8H3ZHC1,403
A0A8H3ZHJ7,344
A0A8H3ZHU8,385
A0A8H3ZQY2,491
A0A8H3ZTR1,361
A0A8H3ZU88,759
A0A8H3ZUN1,396
A0A8H3ZVK8,377
A0A8H3ZW58,338,HH|67|254|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H3ZY08,399
A0A8H4AMR5,587
A0A8H4AZG0,600
A0A8H4B004,604
A0A8H4C5A1,346
A0A8H4C6U6,347
A0A8H4C956,493,HH|36|309|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H4CAL0,385
A0A8H4CD88,571
A0A8H4CE41,412
A0A8H4CHB6,382
A0A8H4CIC1,340
A0A8H4CIP3,344
A0A8H4CJG9,661,HH|544|608|#31b8d7|PF01423_LSM domain,HH|148|320|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H4CJL9,360
A0A8H4CL76,302
A0A8H4CL90,333
A0A8H4CME3,410
A0A8H4CNT5,331
A0A8H4CP16,759
A0A8H4CPR6,331
A0A8H4CQC8,410
A0A8H4CRX0,330
A0A8H4CT47,330
A0A8H4CUC1,370
A0A8H4CVC9,412
A0A8H4CX26,338
A0A8H4CXN0,344
A0A8H4DLU1,745
A0A8H4DQE7,983
A0A8H4E1S7,348
A0A8H4EHU7,300
A0A8H4ELV1,563
A0A8H4ER60,588
A0A8H4ERI9,537
A0A8H4ESM0,604
A0A8H4ESV6,618,HH|78|368|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|478|554|#f2b365|PF18132_Tyosinase C-terminal domain
A0A8H4ET05,520,HH|101|286|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A8H4EUW6,600
A0A8H4FBY6,403
A0A8H4FFA4,328
A0A8H4FHG1,356
A0A8H4FI02,367
A0A8H4FM17,329
A0A8H4FMR9,393
A0A8H4FPA4,327
A0A8H4FPM4,419
A0A8H4FQ42,359
A0A8H4FQ80,383
A0A8H4FY59,169
A0A8H4GTU5,413
A0A8H4H0Q4,350
A0A8H4H8E0,983
